;Cheval;Age;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur;spec
5100;QUILARO                  ;12;H;PUR SANG;11;0;3;6600,00;2078,00;8678,00;600,00;150.0;plat
5101;ANOTHER HOT TOPIC        ;3;F;PUR SANG;6;0;2;6600,00;3564,00;10164,00;1100,00;285.0;plat
5102;JASMIN DORE              ;3;H;PUR SANG;3;0;3;6600,00;3563,00;10163,00;2200,00;400.0;plat
5103;HUDSON PARK              ;3;H;PUR SANG;12;0;7;6585,00;2732,00;9317,00;548,75;550.0;plat
5104;VALENTINE NINIAN         ;4;F;PUR SANG;16;1;4;6550,00;1366,00;7916,00;409,38;185.0;plat
5105;RAJ DE BOISTRON          ;7;H;PUR SANG;8;0;4;6550,00;2062,00;8612,00;818,75;265.0;plat
5106;SEAGATE                  ;4;F;PUR SANG;9;0;6;6550,00;2650,00;9200,00;727,78;240.0;plat
5107;QUILAMY                  ;3;F;PUR SANG;8;0;4;6520,00;3499,00;10019,00;815,00;310.0;plat
5108;CARAVAGIO                ;8;M;PUR SANG;2;1;1;6510,00;2050,00;8560,00;3255,00;430.0;plat
5109;LYSON DES AIGLES         ;3;F;PUR SANG;3;1;1;6500,00;2700,00;9200,00;2166,67;560.0;plat
5110;DATTHIREY                ;4;F;PUR SANG;1;1;0;6500,00;0,00;6500,00;6500,00;;plat
5111;BRAVE SHIINA             ;4;H;PUR SANG;7;0;3;6500,00;2632,00;9132,00;928,57;345.0;plat
5112;AMERICAN BEACH           ;4;F;PUR SANG;5;0;3;6500,00;2632,00;9132,00;1300,00;330.0;plat
5113;VIRIMOON ETOILE          ;3;F;PUR SANG;6;0;4;6500,00;3510,00;10010,00;1083,33;310.0;plat
5114;MARULLA                  ;3;F;PUR SANG;3;0;2;6500,00;1458,00;7958,00;2166,67;360.0;plat
5115;PRINCESSE ELEANOR        ;3;F;PUR SANG;7;0;2;6500,00;3510,00;10010,00;928,57;285.0;plat
5116;CORK                     ;8;H;PUR SANG;7;0;3;6500,00;2047,00;8547,00;928,57;235.0;plat
5117;MAYFAIR STROLL           ;2;F;PUR SANG;1;0;1;6500,00;0,00;6500,00;6500,00;360.0;plat
5118;VISIONARY DREAMER        ;5;H;PUR SANG;7;1;1;6475,00;2622,00;9097,00;925,00;210.0;plat
5119;INFLUENCE BERE           ;3;F;PUR SANG;11;0;5;6475,00;1917,00;8392,00;588,64;575.0;plat
5120;GREEN QUEEN              ;2;F;PUR SANG;2;0;1;6460,00;0,00;6460,00;3230,00;;plat
5121;DREAM DUBAWI             ;3;F;PUR SANG;6;0;4;6460,00;3487,00;9947,00;1076,67;315.0;plat
5122;SILBACO'S SONG           ;3;H;PUR SANG;5;1;1;6450,00;3483,00;9933,00;1290,00;310.0;plat
5123;SWEETER LADY             ;3;F;PUR SANG;5;1;1;6450,00;0,00;6450,00;1290,00;315.0;plat
5124;TIEPGINA                 ;3;F;PUR SANG;8;0;6;6450,00;1512,00;7962,00;806,25;275.0;plat
5125;DON RAMIRO               ;4;H;PUR SANG;3;0;3;6450,00;0,00;6450,00;2150,00;350.0;plat
5126;BADR                     ;4;H;PUR SANG;7;0;2;6450,00;2612,00;9062,00;921,43;225.0;plat
5127;ICALERO                  ;3;M;PUR SANG;9;0;3;6450,00;3483,00;9933,00;716,67;280.0;plat
5128;DANDY COOL               ;3;H;PUR SANG;5;0;2;6450,00;3483,00;9933,00;1290,00;290.0;plat
5129;OKARINA DREAM            ;5;F;PUR SANG;4;0;3;6450,00;2611,00;9061,00;1612,50;320.0;plat
5130;BAVARIA BABY             ;4;F;PUR SANG;5;0;2;6440,00;2607,00;9047,00;1288,00;410.0;plat
5131;ZOCK                     ;7;H;PUR SANG;7;0;3;6430,00;2025,00;8455,00;918,57;350.0;plat
5132;RECORD THE SHAW          ;2;H;PUR SANG;8;0;4;6420,00;4044,00;10464,00;802,50;300.0;plat
5133;ZARKAN                   ;3;M;PUR SANG;3;1;1;6400,00;2565,00;8965,00;2133,33;320.0;plat
5134;BRINJAL                  ;4;F;PUR SANG;2;0;2;6400,00;0,00;6400,00;3200,00;;plat
5135;LILI SPIRIT              ;7;F;PUR SANG;9;0;2;6400,00;2016,00;8416,00;711,11;280.0;plat
5136;MARRANTE                 ;2;F;PUR SANG;5;0;3;6400,00;4032,00;10432,00;1280,00;315.0;plat
5137;MAKSAB                   ;6;H;PUR SANG;7;0;2;6400,00;0,00;6400,00;914,29;310.0;plat
5138;IDA DE BONCOEUR          ;3;F;PUR SANG;8;0;5;6375,00;2848,00;9223,00;796,88;250.0;plat
5139;FICHA LIMPIA             ;5;F;PUR SANG;11;0;5;6375,00;2055,00;8430,00;579,55;150.0;plat
5140;NUMERO DIX               ;3;M;PUR SANG;2;0;2;6370,00;0,00;6370,00;3185,00;405.0;plat
5141;MME DU BARRY             ;3;F;PUR SANG;8;0;3;6350,00;3429,00;9779,00;793,75;240.0;plat
5142;JUST IN TIME GAME        ;2;M;PUR SANG;5;0;4;6350,00;4000,00;10350,00;1270,00;355.0;plat
5143;VALEYA                   ;5;F;PUR SANG;9;0;4;6350,00;2570,00;8920,00;705,56;280.0;plat
5144;ALL THE KING'S MEN       ;3;M;PUR SANG;4;0;2;6320,00;3412,00;9732,00;1580,00;330.0;plat
5145;CALCULATRICE             ;3;F;PUR SANG;4;1;1;6300,00;432,00;6732,00;1575,00;350.0;plat
5146;MERDARGENT               ;2;F;PUR SANG;2;0;2;6300,00;3969,00;10269,00;3150,00;;plat
5147;MAKTAVA                  ;6;H;PUR SANG;7;0;2;6300,00;1984,00;8284,00;900,00;305.0;plat
5148;DEVKA                    ;3;F;PUR SANG;5;0;2;6300,00;3402,00;9702,00;1260,00;295.0;plat
5149;MONAC'S                  ;3;F;PUR SANG;5;0;3;6300,00;3402,00;9702,00;1260,00;345.0;plat
5150;LE RAFALE                ;6;H;PUR SANG;11;0;3;6300,00;1984,00;8284,00;572,73;220.0;plat
5151;DELSHEER                 ;6;H;PUR SANG;9;0;3;6300,00;1984,00;8284,00;700,00;245.0;plat
5152;RUSHDY                   ;4;H;PUR SANG;5;0;3;6300,00;0,00;6300,00;1260,00;285.0;plat
5153;ODSONNE                  ;3;H;PUR SANG;8;0;2;6300,00;3402,00;9702,00;787,50;275.0;plat
5154;LA COMBATTANTE           ;2;F;PUR SANG;2;0;2;6300,00;3969,00;10269,00;3150,00;;plat
5155;ISRAA                    ;2;F;PUR SANG;2;0;2;6300,00;3969,00;10269,00;3150,00;;plat
5156;CASIMIA                  ;3;F;PUR SANG;4;0;2;6300,00;0,00;6300,00;1575,00;325.0;plat
5157;DUNKIRK HARBOUR          ;5;M;PUR SANG;5;0;5;6300,00;0,00;6300,00;1260,00;355.0;plat
5158;IPOP BERE                ;3;H;PUR SANG;5;1;1;6250,00;810,00;7060,00;1250,00;310.0;plat
5159;SONATA ULTIMA            ;2;F;PUR SANG;1;1;0;6250,00;0,00;6250,00;6250,00;;plat
5160;FALL IN LOVE             ;2;F;PUR SANG;2;1;0;6250,00;0,00;6250,00;3125,00;;plat
5161;NUIT D'ORAGE             ;3;F;PUR SANG;9;0;4;6250,00;2403,00;8653,00;694,44;260.0;plat
5162;REPUBLIQUE               ;3;F;PUR SANG;5;0;2;6250,00;0,00;6250,00;1250,00;315.0;plat
5163;INDIVIDUALISTE           ;3;H;PUR SANG;3;0;3;6250,00;3375,00;9625,00;2083,33;320.0;plat
5164;LILOU CHOPE              ;2;F;PUR SANG;7;0;5;6250,00;3935,00;10185,00;892,86;300.0;plat
5165;PLATEADO                 ;5;H;PUR SANG;9;0;4;6250,00;2530,00;8780,00;694,44;260.0;plat
5166;HAUTE VOLEE              ;3;F;PUR SANG;4;0;2;6240,00;0,00;6240,00;1560,00;310.0;plat
5167;NORWEGIA                 ;2;F;PUR SANG;7;0;7;6205,00;3906,00;10111,00;886,43;300.0;plat
5168;TWO HEARTS               ;4;H;PUR SANG;2;0;2;6200,00;0,00;6200,00;3100,00;315.0;plat
5169;CURLY CHOP               ;6;H;PUR SANG;15;0;5;6200,00;1598,00;7798,00;413,33;160.0;plat
5170;ROBIN DES PLAGES         ;4;H;PUR SANG;11;0;5;6200,00;2510,00;8710,00;563,64;210.0;plat
5171;TASHAAR                  ;9;H;PUR SANG;5;0;2;6200,00;0,00;6200,00;1240,00;360.0;plat
5172;PAULITA MAX              ;3;F;PUR SANG;5;0;4;6200,00;3348,00;9548,00;1240,00;330.0;plat
5173;TINAS DREAM              ;2;F;PUR SANG;7;0;4;6195,00;3902,00;10097,00;885,00;290.0;plat
5174;ANIMAL FEVER             ;4;F;PUR SANG;2;0;2;6160,00;0,00;6160,00;3080,00;395.0;plat
5175;MOSHIMOSHI               ;3;F;PUR SANG;3;1;1;6150,00;621,00;6771,00;2050,00;340.0;plat
5176;INEEDALEADER             ;4;F;PUR SANG;4;1;1;6150,00;0,00;6150,00;1537,50;345.0;plat
5177;LOVNI TENDER             ;3;H;PUR SANG;8;0;2;6150,00;3321,00;9471,00;768,75;265.0;plat
5178;SECRET LADY              ;7;F;PUR SANG;8;0;4;6150,00;0,00;6150,00;768,75;260.0;plat
5179;MYSAK MIKY               ;3;M;PUR SANG;4;0;3;6150,00;3321,00;9471,00;1537,50;345.0;plat
5180;SPEEDYWELL               ;6;H;PUR SANG;8;0;3;6150,00;1936,00;8086,00;768,75;235.0;plat
5181;LILI LISES               ;4;F;PUR SANG;8;1;4;6125,00;617,00;6742,00;765,63;180.0;plat
5182;MISS VANCOUVER           ;4;F;PUR SANG;6;1;3;6120,00;2477,00;8597,00;1020,00;650.0;plat
5183;MARCIE                   ;3;F;PUR SANG;9;0;6;6110,00;0,00;6110,00;678,89;255.0;plat
5184;PALPITATOR               ;7;M;PUR SANG;3;0;3;6110,00;1924,00;8034,00;2036,67;390.0;plat
5185;CARL GUSTAF              ;3;H;PUR SANG;7;1;1;6100,00;3294,00;9394,00;871,43;300.0;plat
5186;PLAZA                    ;2;F;PUR SANG;2;0;2;6100,00;3843,00;9943,00;3050,00;355.0;plat
5187;QATAR RIVER              ;6;H;PUR SANG;2;0;2;6100,00;1921,00;8021,00;3050,00;425.0;plat
5188;DIVINE EMOTION           ;3;F;PUR SANG;9;0;4;6100,00;3294,00;9394,00;677,78;260.0;plat
5189;CHABADABADA              ;3;F;PUR SANG;6;0;2;6100,00;3294,00;9394,00;1016,67;280.0;plat
5190;KIWI GREEN SUITE         ;8;M;PUR SANG;10;0;3;6100,00;0,00;6100,00;610,00;260.0;plat
5191;DAN CHOP                 ;3;H;PUR SANG;8;0;5;6090,00;3287,00;9377,00;761,25;240.0;plat
5192;L'AMER MICHEL            ;5;H;PUR SANG;8;1;3;6075,00;2458,00;8533,00;759,38;605.0;plat
5193;QUINTANARO               ;4;H;PUR SANG;5;0;3;6075,00;0,00;6075,00;1215,00;290.0;plat
5194;SPELLCHOPE               ;2;F;PUR SANG;7;0;3;6075,00;3827,00;9902,00;867,86;305.0;plat
5195;SASHEMY                  ;4;F;PUR SANG;12;0;5;6075,00;1689,00;7764,00;506,25;170.0;plat
5196;EL ALSACIAN              ;2;M;PUR SANG;4;1;3;6065,00;3820,00;9885,00;1516,25;;plat
5197;THYMIAN                  ;8;H;PUR SANG;6;0;3;6050,00;0,00;6050,00;1008,33;180.0;plat
5198;LARICI                   ;4;F;PUR SANG;3;0;3;6050,00;2449,00;8499,00;2016,67;300.0;plat
5199;DREAM IMPACT             ;3;M;PUR SANG;8;0;3;6050,00;2241,00;8291,00;756,25;280.0;plat
5200;RIO DEL JACK             ;4;H;PUR SANG;17;0;3;6025,00;1488,00;7513,00;354,41;235.0;plat
5201;PANAMA CITY              ;2;H;PUR SANG;3;0;2;6025,00;0,00;6025,00;2008,33;360.0;plat
5202;RAJTAYA                  ;7;H;PUR SANG;5;2;0;6000,00;1890,00;7890,00;1200,00;550.0;plat
5203;SHAWBAK                  ;4;H;PUR SANG;7;1;0;6000,00;2430,00;8430,00;857,14;235.0;plat
5204;WIN BOY                  ;8;H;PUR SANG;3;1;0;6000,00;1890,00;7890,00;2000,00;260.0;plat
5205;FARAH DI BELLE           ;6;F;PUR SANG;4;1;0;6000,00;1890,00;7890,00;1500,00;200.0;plat
5206;DAVICHOP                 ;3;H;PUR SANG;6;1;2;6000,00;3240,00;9240,00;1000,00;630.0;plat
5207;DIDISSANG                ;5;H;PUR SANG;7;1;4;6000,00;2430,00;8430,00;857,14;475.0;plat
5208;VENETICO                 ;4;M;PUR SANG;2;1;0;6000,00;2430,00;8430,00;3000,00;340.0;plat
5209;BASTOGNE                 ;2;H;PUR SANG;1;0;1;6000,00;0,00;6000,00;6000,00;380.0;plat
5210;FABIOSA                  ;2;F;PUR SANG;1;0;1;6000,00;0,00;6000,00;6000,00;;plat
5211;MIKELIMA                 ;4;F;PUR SANG;6;0;3;6000,00;2430,00;8430,00;1000,00;220.0;plat
5212;LEGEND                   ;3;F;PUR SANG;4;0;2;6000,00;3240,00;9240,00;1500,00;345.0;plat
5213;JACKY                    ;3;M;PUR SANG;4;0;2;6000,00;3240,00;9240,00;1500,00;330.0;plat
5214;CORIMBO                  ;3;H;PUR SANG;3;0;3;6000,00;3240,00;9240,00;2000,00;305.0;plat
5215;PRETTYCHARLY             ;2;F;PUR SANG;6;0;3;6000,00;2835,00;8835,00;1000,00;335.0;plat
5216;REDLAKE                  ;9;H;PUR SANG;10;0;5;5975,00;1629,00;7604,00;597,50;255.0;plat
5217;FOREFRONT                ;3;H;PUR SANG;4;0;2;5960,00;0,00;5960,00;1490,00;385.0;plat
5218;BAILEYS BLESSING         ;2;F;PUR SANG;8;0;3;5955,00;3751,00;9706,00;744,38;280.0;plat
5219;MARY WHITE               ;2;F;PUR SANG;4;1;1;5950,00;3748,00;9698,00;1487,50;325.0;plat
5220;DELPHI BOUM              ;5;F;PUR SANG;4;1;1;5950,00;2409,00;8359,00;1487,50;180.0;plat
5221;OLATZ                    ;3;F;PUR SANG;2;0;2;5950,00;3213,00;9163,00;2975,00;360.0;plat
5222;FEEL THE BEAT            ;2;M;PUR SANG;5;0;3;5950,00;3748,00;9698,00;1190,00;340.0;plat
5223;HERMANGARDE              ;7;F;PUR SANG;6;1;3;5940,00;1870,00;7810,00;990,00;590.0;plat
5224;PLONTIER                 ;5;M;PUR SANG;4;1;2;5940,00;583,00;6523,00;1485,00;320.0;plat
5225;GLANCE FOR GLORY         ;3;F;PUR SANG;7;0;3;5940,00;0,00;5940,00;848,57;290.0;plat
5226;ACOUSTIC                 ;2;F;PUR SANG;3;0;2;5940,00;3741,00;9681,00;1980,00;350.0;plat
5227;QUARANTINI               ;2;F;PUR SANG;2;0;2;5925,00;0,00;5925,00;2962,50;;plat
5228;LA NEVA                  ;3;F;PUR SANG;13;0;3;5910,00;3180,00;9090,00;454,62;230.0;plat
5229;TREGUISS                 ;6;M;PUR SANG;13;0;3;5900,00;1858,00;7758,00;453,85;170.0;plat
5230;PERFECT LIAISON          ;2;F;PUR SANG;4;0;2;5900,00;3717,00;9617,00;1475,00;365.0;plat
5231;DONNA FLORENTINA         ;3;F;PUR SANG;1;0;1;5890,00;0,00;5890,00;5890,00;;plat
5232;SWEET MASTER             ;5;H;PUR SANG;11;1;2;5875,00;2378,00;8253,00;534,09;250.0;plat
5233;LAST SINN                ;3;M;PUR SANG;2;1;1;5850,00;2565,00;8415,00;2925,00;;plat
5234;LITTLE WONDER            ;2;H;PUR SANG;3;0;3;5850,00;3685,00;9535,00;1950,00;330.0;plat
5235;MY TREBBIA               ;3;F;PUR SANG;9;0;4;5850,00;2294,00;8144,00;650,00;245.0;plat
5236;MOZZARELLA               ;4;F;PUR SANG;4;0;2;5850,00;2369,00;8219,00;1462,50;390.0;plat
5237;LASTRADA                 ;2;F;PUR SANG;3;0;3;5850,00;0,00;5850,00;1950,00;340.0;plat
5238;FORZA CAPITANO           ;6;H;PUR SANG;3;0;2;5840,00;1839,00;7679,00;1946,67;395.0;plat
5239;HOME SWEET HOME          ;5;F;PUR SANG;5;0;4;5830,00;2359,00;8189,00;1166,00;390.0;plat
5240;JOYEUSE SAGE             ;2;F;PUR SANG;5;0;3;5820,00;3666,00;9486,00;1164,00;315.0;plat
5241;MARINA GAMBA             ;3;F;PUR SANG;4;0;3;5810,00;3137,00;8947,00;1452,50;340.0;plat
5242;PETITE MILANAISE         ;7;F;PUR SANG;2;0;2;5800,00;1827,00;7627,00;2900,00;290.0;plat
5243;SAMWELL                  ;5;H;PUR SANG;10;0;3;5800,00;2348,00;8148,00;580,00;235.0;plat
5244;ECOLO                    ;5;M;PUR SANG;11;0;5;5780,00;2339,00;8119,00;525,45;300.0;plat
5245;QUEEN OF CAMELOT         ;4;F;PUR SANG;4;0;4;5775,00;0,00;5775,00;1443,75;290.0;plat
5246;CROCY                    ;7;H;PUR SANG;13;0;4;5775,00;1818,00;7593,00;444,23;230.0;plat
5247;IRISH SOUL               ;3;H;PUR SANG;4;0;4;5775,00;2605,00;8380,00;1443,75;280.0;plat
5248;PLANTAYYA                ;6;F;PUR SANG;5;1;3;5760,00;1813,00;7573,00;1152,00;520.0;plat
5249;MADAME MOONIE            ;4;F;PUR SANG;2;1;1;5750,00;0,00;5750,00;2875,00;;plat
5250;PRINCES REBECCA          ;4;F;PUR SANG;6;1;4;5750,00;2327,00;8077,00;958,33;550.0;plat
5251;HAVE DANCER              ;4;M;PUR SANG;6;0;4;5750,00;2328,00;8078,00;958,33;355.0;plat
5252;AN AMKAN                 ;8;H;PUR SANG;7;0;5;5750,00;1660,00;7410,00;821,43;200.0;plat
5253;NATALINE                 ;4;F;PUR SANG;4;0;3;5750,00;2328,00;8078,00;1437,50;305.0;plat
5254;GRANACCI                 ;5;H;PUR SANG;8;0;3;5750,00;2328,00;8078,00;718,75;320.0;plat
5255;HARPER                   ;3;M;PUR SANG;3;0;2;5740,00;0,00;5740,00;1913,33;415.0;plat
5256;SUGAR BABY               ;3;F;PUR SANG;4;1;1;5700,00;3078,00;8778,00;1425,00;310.0;plat
5257;LADY STRAIGHT            ;4;F;PUR SANG;4;1;1;5700,00;0,00;5700,00;1425,00;250.0;plat
5258;STORMY NIGHT             ;3;F;PUR SANG;6;0;2;5700,00;3078,00;8778,00;950,00;265.0;plat
5259;TOTEM                    ;6;H;PUR SANG;7;0;2;5700,00;1795,00;7495,00;814,29;340.0;plat
5260;GOLDEN BOY               ;4;M;PUR SANG;2;0;1;5700,00;2308,00;8008,00;2850,00;430.0;plat
5261;MAESTRO                  ;3;M;PUR SANG;8;0;5;5700,00;1147,00;6847,00;712,50;270.0;plat
5262;WALDERBE                 ;5;M;PUR SANG;1;0;1;5700,00;0,00;5700,00;5700,00;;plat
5263;THEODORA                 ;3;F;PUR SANG;2;0;1;5700,00;0,00;5700,00;2850,00;440.0;plat
5264;GREGGY                   ;2;F;PUR SANG;3;0;2;5700,00;0,00;5700,00;1900,00;370.0;plat
5265;DESOBEISSANCE            ;4;F;PUR SANG;9;0;4;5700,00;0,00;5700,00;633,33;310.0;plat
5266;HIDDEN THOUGHT           ;3;F;PUR SANG;4;1;1;5690,00;0,00;5690,00;1422,50;330.0;plat
5267;PINK CLOVER              ;4;F;PUR SANG;8;1;2;5650,00;769,00;6419,00;706,25;185.0;plat
5268;HONGBAO                  ;5;H;PUR SANG;5;0;2;5650,00;2288,00;7938,00;1130,00;240.0;plat
5269;SUMATRAN TIGER           ;4;F;PUR SANG;5;0;3;5650,00;1903,00;7553,00;1130,00;245.0;plat
5270;MAILLE STORY             ;4;F;PUR SANG;9;0;3;5650,00;2287,00;7937,00;627,78;490.0;plat
5271;ZIMANIYA                 ;3;F;PUR SANG;3;1;1;5630,00;3040,00;8670,00;1876,67;370.0;plat
5272;THE MAN DU VIVIEN        ;4;H;PUR SANG;7;1;2;5625,00;2277,00;7902,00;803,57;200.0;plat
5273;PLUME DU HOULEY          ;6;F;PUR SANG;10;1;3;5625,00;1637,00;7262,00;562,50;170.0;plat
5274;ZANAK                    ;5;H;PUR SANG;9;0;6;5625,00;1649,00;7274,00;625,00;245.0;plat
5275;SILVER QUICK             ;4;H;PUR SANG;3;0;3;5625,00;1701,00;7326,00;1875,00;280.0;plat
5276;ZODIAC SIGN              ;3;H;PUR SANG;9;0;3;5620,00;3034,00;8654,00;624,44;265.0;plat
5277;LADY RED MOON            ;4;F;PUR SANG;7;1;2;5600,00;0,00;5600,00;800,00;235.0;plat
5278;BALLDY D'AZE             ;9;H;PUR SANG;8;1;1;5600,00;1763,00;7363,00;700,00;240.0;plat
5279;HEAVEN CITY              ;4;H;PUR SANG;4;1;1;5600,00;2267,00;7867,00;1400,00;285.0;plat
5280;GYMKHANA                 ;8;H;PUR SANG;5;1;2;5600,00;0,00;5600,00;1120,00;270.0;plat
5281;EUCIA                    ;5;F;PUR SANG;3;0;3;5600,00;2268,00;7868,00;1866,67;310.0;plat
5282;PARLIAMENT               ;3;H;PUR SANG;2;0;2;5600,00;3024,00;8624,00;2800,00;;plat
5283;CONSTANTINO              ;8;H;PUR SANG;8;0;2;5600,00;0,00;5600,00;700,00;285.0;plat
5284;AUTUMNAL                 ;4;F;PUR SANG;6;0;2;5600,00;2268,00;7868,00;933,33;265.0;plat
5285;CHAMBONAS                ;4;H;PUR SANG;10;0;3;5600,00;2267,00;7867,00;560,00;290.0;plat
5286;COL NEM                  ;3;H;PUR SANG;9;0;5;5600,00;3024,00;8624,00;622,22;245.0;plat
5287;VIOU                     ;3;H;PUR SANG;3;0;3;5600,00;3024,00;8624,00;1866,67;335.0;plat
5288;GRAZIANA                 ;3;F;PUR SANG;5;0;3;5600,00;3024,00;8624,00;1120,00;270.0;plat
5289;STREET MUSIC             ;3;F;PUR SANG;5;0;2;5600,00;3024,00;8624,00;1120,00;300.0;plat
5290;SARA DREAM               ;3;F;PUR SANG;4;0;2;5600,00;3024,00;8624,00;1400,00;325.0;plat
5291;PIMAN WOUJ               ;6;H;PUR SANG;11;0;8;5585,00;1755,00;7340,00;507,73;515.0;plat
5292;BEE IN YOUR BONNET       ;2;F;PUR SANG;8;0;3;5580,00;0,00;5580,00;697,50;310.0;plat
5293;SHOW GIRL                ;3;F;PUR SANG;10;1;2;5575,00;580,00;6155,00;557,50;280.0;plat
5294;ALLEZ BARZA              ;3;H;PUR SANG;3;0;2;5570,00;3007,00;8577,00;1856,67;360.0;plat
5295;MAUCAILLOU               ;6;H;PUR SANG;7;0;6;5565,00;1751,00;7316,00;795,00;570.0;plat
5296;MISS COQUIN              ;3;F;PUR SANG;4;1;1;5550,00;432,00;5982,00;1387,50;300.0;plat
5297;DIAMOND STARY            ;5;F;PUR SANG;10;1;2;5550,00;2247,00;7797,00;555,00;150.0;plat
5298;WLADIMIR                 ;4;H;PUR SANG;5;0;2;5550,00;2247,00;7797,00;1110,00;325.0;plat
5299;KARKHOV                  ;3;H;PUR SANG;2;0;2;5550,00;2997,00;8547,00;2775,00;;plat
5300;PEINTURE SECRETE         ;3;F;PUR SANG;2;0;2;5550,00;0,00;5550,00;2775,00;370.0;plat
5301;THEORY OF TIME           ;4;F;PUR SANG;9;0;4;5540,00;0,00;5540,00;615,56;345.0;plat
5302;CALIFANO                 ;2;M;PUR SANG;5;0;3;5525,00;3480,00;9005,00;1105,00;310.0;plat
5303;LA MERVEILLE             ;3;F;PUR SANG;3;1;0;5500,00;2970,00;8470,00;1833,33;345.0;plat
5304;STYLE RIVER              ;3;H;PUR SANG;2;1;0;5500,00;2970,00;8470,00;2750,00;555.0;plat
5305;RAFFLES ODEON            ;3;H;PUR SANG;1;1;0;5500,00;0,00;5500,00;5500,00;;plat
5306;MIENGO                   ;5;H;PUR SANG;5;1;0;5500,00;2227,00;7727,00;1100,00;190.0;plat
5307;OPINION WRITER           ;3;M;PUR SANG;3;1;0;5500,00;0,00;5500,00;1833,33;;plat
5308;ONE RULER                ;3;H;PUR SANG;1;0;1;5500,00;0,00;5500,00;5500,00;495.0;plat
5309;SWING GLAZ               ;8;H;PUR SANG;9;0;4;5500,00;1731,00;7231,00;611,11;215.0;plat
5310;KAPANI                   ;3;H;PUR SANG;4;0;2;5500,00;2970,00;8470,00;1375,00;340.0;plat
5311;ROMAN MIST               ;3;F;PUR SANG;1;0;1;5500,00;0,00;5500,00;5500,00;395.0;plat
5312;SHINE FOR YOU            ;3;F;PUR SANG;1;0;1;5500,00;0,00;5500,00;5500,00;440.0;plat
5313;TERRITORIO               ;3;H;PUR SANG;8;0;5;5500,00;2970,00;8470,00;687,50;255.0;plat
5314;ALBORZ                   ;3;M;PUR SANG;1;0;1;5500,00;0,00;5500,00;5500,00;460.0;plat
5315;GARETH                   ;3;H;PUR SANG;2;0;2;5500,00;2970,00;8470,00;2750,00;360.0;plat
5316;ARRABBIATA               ;3;F;PUR SANG;14;0;5;5460,00;2947,00;8407,00;390,00;240.0;plat
5317;ABSINTH                  ;3;M;PUR SANG;5;0;3;5460,00;0,00;5460,00;1092,00;355.0;plat
5318;MIA WALLACE              ;7;F;PUR SANG;9;1;2;5450,00;456,00;5906,00;605,56;240.0;plat
5319;MORTEG                   ;3;M;PUR SANG;4;1;1;5440,00;237,00;5677,00;1360,00;300.0;plat
5320;YOUMNA                   ;5;M;PUR SANG;4;0;4;5425,00;1650,00;7075,00;1356,25;390.0;plat
5321;BLUE PRINCESS            ;3;F;PUR SANG;9;0;5;5425,00;2389,00;7814,00;602,78;220.0;plat
5322;ZARA DE LUXE             ;3;F;PUR SANG;6;0;2;5420,00;2926,00;8346,00;903,33;310.0;plat
5323;PISANELLO                ;4;H;PUR SANG;3;0;2;5420,00;2194,00;7614,00;1806,67;385.0;plat
5324;BRULANTE                 ;3;F;PUR SANG;6;1;1;5400,00;2916,00;8316,00;900,00;290.0;plat
5325;THEOREME                 ;3;H;PUR SANG;1;0;1;5400,00;2916,00;8316,00;5400,00;;plat
5326;THE PROMISE              ;3;F;PUR SANG;2;0;1;5400,00;2916,00;8316,00;2700,00;;plat
5327;CARMEN                   ;3;F;PUR SANG;3;0;1;5400,00;2916,00;8316,00;1800,00;375.0;plat
5328;ACQUABELLA               ;2;F;PUR SANG;2;0;1;5400,00;3402,00;8802,00;2700,00;;plat
5329;INDIAN WISH              ;2;F;PUR SANG;1;0;1;5400,00;3402,00;8802,00;5400,00;;plat
5330;SOLITARY MAN             ;6;H;PUR SANG;13;0;4;5400,00;1700,00;7100,00;415,38;190.0;plat
5331;ALBERTINELLI             ;2;M;PUR SANG;2;0;2;5400,00;3402,00;8802,00;2700,00;;plat
5332;SLEVKA                   ;2;F;PUR SANG;1;0;1;5400,00;3402,00;8802,00;5400,00;;plat
5333;WESTERN SOLDIER          ;3;H;PUR SANG;3;0;2;5400,00;0,00;5400,00;1800,00;360.0;plat
5334;GIRL GONE WILD           ;2;F;PUR SANG;1;0;1;5400,00;3402,00;8802,00;5400,00;;plat
5335;ROI DE CALAS             ;3;H;PUR SANG;3;0;2;5400,00;2916,00;8316,00;1800,00;320.0;plat
5336;BECH RIVER               ;3;H;PUR SANG;12;0;4;5400,00;2916,00;8316,00;450,00;245.0;plat
5337;JASPEROID                ;2;M;PUR SANG;1;0;1;5400,00;0,00;5400,00;5400,00;;plat
5338;GLENDA                   ;3;F;PUR SANG;1;0;1;5400,00;2916,00;8316,00;5400,00;;plat
5339;HEATHERWOOD              ;2;H;PUR SANG;1;0;1;5400,00;3402,00;8802,00;5400,00;;plat
5340;MIKONOS                  ;3;H;PUR SANG;5;0;2;5400,00;2916,00;8316,00;1080,00;300.0;plat
5341;ALCARAZ                  ;2;M;PUR SANG;2;0;2;5400,00;3402,00;8802,00;2700,00;;plat
5342;EVERILLO                 ;2;M;PUR SANG;4;0;2;5400,00;3401,00;8801,00;1350,00;375.0;plat
